sta,dis,azm,pha,wet,ptt,res,eid,ort,lat,lon,dep,mag,nst,dmn,gap,rms,erh,erz
MGSL,26.000,228.000,P,0,5.490,0.049,24,,,,,,,,,,,
KRNG,27.000,273.000,P,0,5.560,0.017,24,,,,,,,,,,,
GOLJ,33.000,94.000,P,0,6.520,-0.042,24,,,,,,,,,,,
,,,,,,,24,2012-08-14 21:48:16.550,38.428,46.799,12.876,1.500,14.000,6.000,101.000,0.150,0.200,0.000
HIGH,6.000,188.000,P,0,1.820,-0.092,25,,,,,,,,,,,
ZANG,7.000,303.000,P,0,2.000,-0.100,25,,,,,,,,,,,
KVCH,10.000,136.000,P,0,2.530,-0.022,25,,,,,,,,,,,
FRMZ,17.000,35.000,P,0,3.840,0.114,25,,,,,,,,,,,
GOLJ,21.000,85.000,P,0,4.430,-0.057,25,,,,,,,,,,,
ORNG,20.000,301.000,P,0,4.460,0.159,25,,,,,,,,,,,
BLVR,23.000,229.000,P,0,5.040,0.285,25,,,,,,,,,,,
NMVR,27.000,247.000,P,0,5.530,0.163,25,,,,,,,,,,,
AZGN,29.000,301.000,P,0,5.760,-0.067,25,,,,,,,,,,,
MGSL,34.000,246.000,P,0,6.760,0.078,25,,,,,,,,,,,
HRS ,35.000,256.000,P,0,6.350,-0.418,25,,,,,,,,,,,
KRNG,40.000,277.000,P,0,7.460,-0.043,25,,,,,,,,,,,
,,,,,,,25,2012-08-14 21:56:12.510,38.395,46.660,4.612,2.400,12.000,6.000,91.000,0.180,0.200,-0.000
HIGH,6.000,177.000,P,0,1.771,-0.040,26,,,,,,,,,,,
ZANG,6.000,309.000,P,0,1.891,0.010,26,,,,,,,,,,,
SRND,11.000,149.000,P,0,2.681,0.021,26,,,,,,,,,,,
KVCH,11.000,131.000,P,0,2.671,-0.005,26,,,,,,,,,,,
FRMZ,18.000,38.000,P,0,4.001,0.102,26,,,,,,,,,,,
ORNG,19.000,303.000,P,0,4.331,0.153,26,,,,,,,,,,,
BLVR,22.000,228.000,P,0,4.881,0.244,26,,,,,,,,,,,
GOLJ,22.000,85.000,P,0,4.631,-0.103,26,,,,,,,,,,,
NMVR,26.000,246.000,P,0,5.341,0.104,26,,,,,,,,,,,
VRDN,27.000,281.000,P,0,5.501,-0.005,26,,,,,,,,,,,
AZGN,28.000,302.000,P,0,5.641,-0.088,26,,,,,,,,,,,
MGSL,33.000,246.000,P,0,6.641,0.080,26,,,,,,,,,,,
HRS ,33.000,255.000,P,0,6.201,-0.438,26,,,,,,,,,,,
KRNG,38.000,278.000,P,0,7.341,-0.033,26,,,,,,,,,,,
,,,,,,,26,2012-08-14 21:58:39.979,38.394,46.674,3.913,2.200,14.000,6.000,87.000,0.160,0.200,-0.100
ORNG,9.000,345.000,P,0,2.901,0.155,27,,,,,,,,,,,
ZANG,9.000,77.000,P,0,2.691,-0.144,27,,,,,,,,,,,
VRDN,13.000,284.000,P,0,3.311,0.031,27,,,,,,,,,,,
AZGN,17.000,322.000,P,0,3.761,-0.053,27,,,,,,,,,,,
HIGH,16.000,119.000,P,0,3.661,-0.126,27,,,,,,,,,,,
BLVR,17.000,188.000,P,0,3.951,0.102,27,,,,,,,,,,,
HRS ,21.000,241.000,P,4,4.041,-0.553,27,,,,,,,,,,,
MGSL,23.000,226.000,P,0,4.701,-0.077,27,,,,,,,,,,,
SRND,22.000,120.000,P,0,4.811,0.078,27,,,,,,,,,,,
KRNG,24.000,278.000,P,0,4.961,-0.049,27,,,,,,,,,,,
KVCH,24.000,112.000,P,0,5.071,0.091,27,,,,,,,,,,,
FRMZ,28.000,64.000,P,0,5.561,0.018,27,,,,,,,,,,,
GOLJ,36.000,90.000,P,0,6.921,-0.027,27,,,,,,,,,,,
,,,,,,,27,2012-08-14 22:37:18.959,38.411,46.833,9.376,1.500,13.000,9.000,78.000,0.100,0.200,-0.100
ZANG,5.000,74.000,P,0,2.548,-0.172,28,,,,,,,,,,,
ORNG,10.000,322.000,P,0,3.288,0.184,28,,,,,,,,,,,
HIGH,13.000,130.000,P,0,3.438,-0.095,28,,,,,,,,,,,
VRDN,17.000,279.000,P,0,4.058,0.108,28,,,,,,,,,,,
AZGN,19.000,312.000,P,0,4.208,-0.046,28,,,,,,,,,,,
BLVR,18.000,200.000,P,0,4.408,0.211,28,,,,,,,,,,,
SRND,20.000,127.000,P,0,4.428,0.060,28,,,,,,,,,,,
KVCH,21.000,118.000,P,0,4.618,0.072,28,,,,,,,,,,,
FRMZ,24.000,61.000,P,0,5.038,0.034,28,,,,,,,,,,,
HRS ,25.000,244.000,P,0,4.858,-0.386,28,,,,,,,,,,,
MGSL,26.000,231.000,P,0,5.448,0.090,28,,,,,,,,,,,
GOLJ,32.000,91.000,P,0,6.298,-0.058,28,,,,,,,,,,,
,,,,,,,28,2012-08-14 22:55:05.092,38.417,46.788,11.412,1.500,12.000,5.000,98.000,0.170,0.200,0.000
ZANG,9.000,45.000,P,0,2.337,-0.043,29,,,,,,,,,,,
HIGH,12.000,109.000,P,0,2.787,-0.129,29,,,,,,,,,,,
BLVR,14.000,202.000,P,0,3.407,0.209,29,,,,,,,,,,,
ORNG,14.000,337.000,P,0,3.347,0.180,29,,,,,,,,,,,
VRDN,17.000,294.000,P,0,3.847,0.105,29,,,,,,,,,,,
SRND,18.000,114.000,P,0,3.937,0.022,29,,,,,,,,,,,
KVCH,20.000,105.000,P,0,4.287,0.057,29,,,,,,,,,,,
AZGN,22.000,322.000,P,0,4.367,-0.107,29,,,,,,,,,,,
HRS ,22.000,253.000,P,0,4.257,-0.418,29,,,,,,,,,,,
MGSL,23.000,239.000,P,0,4.777,0.105,29,,,,,,,,,,,
FRMZ,27.000,54.000,P,0,5.427,0.015,29,,,,,,,,,,,
KRNG,28.000,285.000,P,0,5.557,0.026,29,,,,,,,,,,,
GOLJ,33.000,83.000,P,0,6.467,-0.044,29,,,,,,,,,,,
,,,,,,,29,2012-08-14 22:55:52.703,38.376,46.799,5.605,2.400,13.000,9.000,90.000,0.160,0.200,-0.000
HIGH,7.000,203.000,P,0,1.830,-0.081,30,,,,,,,,,,,
KVCH,9.000,145.000,P,0,2.250,-0.060,30,,,,,,,,,,,
SRND,10.000,165.000,P,0,2.510,0.046,30,,,,,,,,,,,
ZANG,9.000,295.000,P,0,2.270,0.007,30,,,,,,,,,,,
FRMZ,16.000,30.000,P,0,3.750,0.151,30,,,,,,,,,,,
GOLJ,19.000,86.000,P,0,4.170,-0.075,30,,,,,,,,,,,
ORNG,22.000,298.000,P,0,4.700,0.066,30,,,,,,,,,,,
BLVR,25.000,232.000,P,0,5.260,0.156,30,,,,,,,,,,,
VRDN,30.000,279.000,P,0,5.940,-0.088,30,,,,,,,,,,,
AZGN,31.000,299.000,P,0,6.050,-0.123,30,,,,,,,,,,,
MGSL,36.000,247.000,P,0,7.220,0.142,30,,,,,,,,,,,
KRNG,41.000,277.000,P,0,7.780,-0.122,30,,,,,,,,,,,
,,,,,,,30,2012-08-14 23:11:15.090,38.397,46.639,3.616,1.300,12.000,7.000,90.000,0.110,0.200,-0.100
ZANG,2.000,55.000,P,0,2.345,-0.099,31,,,,,,,,,,,
HIGH,11.000,141.000,P,0,3.105,-0.082,31,,,,,,,,,,,
ORNG,12.000,310.000,P,0,3.475,0.195,31,,,,,,,,,,,
SRND,17.000,134.000,P,0,4.015,0.034,31,,,,,,,,,,,
KVCH,18.000,123.000,P,0,4.135,0.030,31,,,,,,,,,,,
BLVR,20.000,208.000,P,0,4.515,0.140,31,,,,,,,,,,,
VRDN,20.000,277.000,P,0,4.355,-0.013,31,,,,,,,,,,,
NMVR,21.000,232.000,P,0,4.545,-0.000,31,,,,,,,,,,,
AZGN,21.000,305.000,P,0,4.475,-0.095,31,,,,,,,,,,,
FRMZ,21.000,57.000,P,0,4.615,0.083,31,,,,,,,,,,,
MGSL,29.000,235.000,P,0,5.705,-0.049,31,,,,,,,,,,,
GOLJ,29.000,92.000,P,0,5.765,-0.069,31,,,,,,,,,,,
KRNG,31.000,274.000,P,0,6.055,-0.073,31,,,,,,,,,,,
,,,,,,,31,2012-08-14 23:11:52.365,38.419,46.751,10.613,1.200,13.000,2.000,105.000,0.090,0.200,0.000
ZANG,5.000,313.000,P,0,1.710,0.042,32,,,,,,,,,,,
HIGH,7.000,167.000,P,0,1.820,-0.051,32,,,,,,,,,,,
SRND,12.000,146.000,P,0,2.830,-0.001,32,,,,,,,,,,,
KVCH,12.000,129.000,P,0,2.880,0.002,32,,,,,,,,,,,
ORNG,18.000,304.000,P,0,4.090,0.085,32,,,,,,,,,,,
FRMZ,18.000,41.000,P,0,4.110,0.114,32,,,,,,,,,,,
BLVR,22.000,225.000,P,0,4.700,0.120,32,,,,,,,,,,,
GOLJ,23.000,87.000,P,0,4.870,-0.085,32,,,,,,,,,,,
NMVR,25.000,244.000,P,0,5.110,-0.014,32,,,,,,,,,,,
VRDN,26.000,280.000,P,0,5.230,-0.108,32,,,,,,,,,,,
AZGN,27.000,302.000,P,0,5.410,-0.156,32,,,,,,,,,,,
MGSL,32.000,244.000,P,0,6.510,0.053,32,,,,,,,,,,,
KRNG,37.000,277.000,P,4,7.060,-0.153,32,,,,,,,,,,,
,,,,,,,32,2012-08-14 23:12:01.670,38.398,46.687,3.644,1.600,13.000,5.000,87.000,0.090,0.200,-0.100
ZANG,6.000,70.000,P,0,2.613,-0.076,33,,,,,,,,,,,
ORNG,11.000,325.000,P,0,3.243,0.161,33,,,,,,,,,,,
HIGH,13.000,127.000,P,0,3.373,-0.110,33,,,,,,,,,,,
VRDN,17.000,281.000,P,0,3.893,0.004,33,,,,,,,,,,,
NMVR,18.000,226.000,P,0,4.083,-0.016,33,,,,,,,,,,,
BLVR,18.000,200.000,P,0,4.183,0.097,33,,,,,,,,,,,
AZGN,19.000,313.000,P,0,4.133,-0.112,33,,,,,,,,,,,
SRND,19.000,126.000,P,0,4.373,0.039,33,,,,,,,,,,,
KVCH,21.000,116.000,P,0,4.593,0.065,33,,,,,,,,,,,
FRMZ,24.000,60.000,P,0,5.103,0.040,33,,,,,,,,,,,
MGSL,25.000,232.000,P,0,5.203,-0.055,33,,,,,,,,,,,
GOLJ,32.000,90.000,P,0,6.353,-0.039,33,,,,,,,,,,,
,,,,,,,33,2012-08-14 23:26:52.187,38.412,46.791,10.969,1.200,12.000,6.000,94.000,0.080,0.200,0.000
HIGH,7.000,189.000,P,0,1.876,-0.024,34,,,,,,,,,,,
ZANG,7.000,299.000,P,0,2.016,0.020,34,,,,,,,,,,,
KVCH,10.000,138.000,P,0,2.556,-0.009,34,,,,,,,,,,,
SRND,11.000,157.000,P,0,2.636,0.001,34,,,,,,,,,,,
FRMZ,16.000,35.000,P,0,3.816,0.118,34,,,,,,,,,,,
ORNG,20.000,300.000,P,0,4.436,0.103,34,,,,,,,,,,,
GOLJ,21.000,87.000,P,0,4.426,-0.087,34,,,,,,,,,,,
BLVR,23.000,229.000,P,0,5.036,0.153,34,,,,,,,,,,,
NMVR,27.000,246.000,P,0,5.476,-0.020,34,,,,,,,,,,,
VRDN,28.000,279.000,P,0,5.606,-0.112,34,,,,,,,,,,,
AZGN,29.000,300.000,P,0,5.736,-0.145,34,,,,,,,,,,,
MGSL,35.000,246.000,P,0,6.816,0.004,34,,,,,,,,,,,
HRS ,35.000,255.000,P,4,6.346,-0.540,34,,,,,,,,,,,
KRNG,40.000,277.000,P,4,7.406,-0.186,34,,,,,,,,,,,
,,,,,,,34,2012-08-14 23:33:32.284,38.399,46.659,3.813,2.100,14.000,7.000,95.000,0.100,0.200,-0.100
ZANG,6.000,49.000,P,0,2.258,-0.056,35,,,,,,,,,,,
HIGH,12.000,120.000,P,0,2.878,-0.096,35,,,,,,,,,,,
ORNG,13.000,328.000,P,0,3.268,0.176,35,,,,,,,,,,,
BLVR,16.000,204.000,P,0,3.758,0.115,35,,,,,,,,,,,
NMVR,17.000,233.000,P,0,3.788,-0.005,35,,,,,,,,,,,
SRND,18.000,121.000,P,0,3.888,-0.024,35,,,,,,,,,,,
VRDN,18.000,287.000,P,0,3.888,-0.007,35,,,,,,,,,,,
KVCH,19.000,111.000,P,0,4.228,0.070,35,,,,,,,,,,,
AZGN,21.000,316.000,P,0,4.298,-0.122,35,,,,,,,,,,,
FRMZ,25.000,55.000,P,0,5.148,0.077,35,,,,,,,,,,,
MGSL,25.000,237.000,P,0,5.038,-0.024,35,,,,,,,,,,,
KRNG,29.000,280.000,P,0,5.648,-0.058,35,,,,,,,,,,,
GOLJ,32.000,87.000,P,0,6.228,-0.047,35,,,,,,,,,,,
,,,,,,,35,2012-08-14 23:34:16.092,38.393,46.784,7.841,1.200,13.000,6.000,84.000,0.090,0.200,0.000
HIGH,5.000,188.000,P,0,2.046,-0.036,36,,,,,,,,,,,
ZANG,8.000,312.000,P,0,2.396,-0.050,36,,,,,,,,,,,
KVCH,9.000,129.000,P,0,2.616,0.002,36,,,,,,,,,,,
SRND,9.000,150.000,P,0,2.646,0.061,36,,,,,,,,,,,
FRMZ,18.000,33.000,P,0,4.056,0.099,36,,,,,,,,,,,
GOLJ,21.000,82.000,P,0,4.426,-0.112,36,,,,,,,,,,,
ORNG,21.000,305.000,P,0,4.576,0.182,36,,,,,,,,,,,
NMVR,26.000,249.000,P,0,5.426,0.201,36,,,,,,,,,,,
VRDN,28.000,283.000,P,0,5.586,-0.028,36,,,,,,,,,,,
AZGN,30.000,303.000,P,0,5.786,-0.096,36,,,,,,,,,,,
MGSL,34.000,248.000,P,0,6.756,0.223,36,,,,,,,,,,,
HRS ,34.000,258.000,P,0,6.206,-0.445,36,,,,,,,,,,,
,,,,,,,36,2012-08-14 23:40:46.194,38.383,46.662,7.335,1.700,12.000,5.000,80.000,0.180,0.200,0.000
HIGH,6.000,176.000,P,0,1.681,-0.064,37,,,,,,,,,,,
ZANG,7.000,312.000,P,0,1.921,0.030,37,,,,,,,,,,,
SRND,11.000,148.000,P,0,2.621,0.017,37,,,,,,,,,,,
KVCH,11.000,129.000,P,0,2.651,0.016,37,,,,,,,,,,,
FRMZ,18.000,37.000,P,0,4.081,0.118,37,,,,,,,,,,,
ORNG,20.000,304.000,P,0,4.301,0.086,37,,,,,,,,,,,
BLVR,22.000,228.000,P,0,4.741,0.134,37,,,,,,,,,,,
GOLJ,22.000,85.000,P,0,4.661,-0.102,37,,,,,,,,,,,
NMVR,25.000,246.000,P,0,5.231,0.010,37,,,,,,,,,,,
VRDN,27.000,281.000,P,0,5.421,-0.102,37,,,,,,,,,,,
AZGN,29.000,303.000,P,0,5.631,-0.135,37,,,,,,,,,,,
MGSL,33.000,246.000,P,0,6.541,-0.006,37,,,,,,,,,,,
HRS ,33.000,256.000,P,4,6.061,-0.571,37,,,,,,,,,,,
,,,,,,,37,2012-08-14 23:42:05.359,38.391,46.674,3.789,1.600,13.000,6.000,85.000,0.090,0.200,-0.100
ZANG,4.000,316.000,P,0,1.418,-0.044,38,,,,,,,,,,,
HIGH,8.000,160.000,P,0,2.128,0.009,38,,,,,,,,,,,
SRND,13.000,143.000,P,0,3.188,0.031,38,,,,,,,,,,,
KVCH,14.000,129.000,P,0,3.218,0.000,38,,,,,,,,,,,
ORNG,17.000,304.000,P,0,3.888,0.184,38,,,,,,,,,,,
FRMZ,18.000,47.000,P,0,4.108,0.091,38,,,,,,,,,,,
BLVR,21.000,220.000,P,0,4.798,0.255,38,,,,,,,,,,,
NMVR,24.000,240.000,P,0,5.098,0.106,38,,,,,,,,,,,
GOLJ,25.000,89.000,P,0,5.098,-0.069,38,,,,,,,,,,,
AZGN,26.000,302.000,P,0,5.228,-0.039,38,,,,,,,,,,,
HRS ,31.000,252.000,P,0,5.838,-0.500,38,,,,,,,,,,,
MGSL,32.000,241.000,P,0,6.418,0.092,38,,,,,,,,,,,
KRNG,36.000,276.000,P,0,6.948,-0.013,38,,,,,,,,,,,
TBZ ,52.000,112.000,P,0,9.598,-0.069,38,,,,,,,,,,,
BST ,80.000,192.000,P,0,14.268,-0.035,38,,,,,,,,,,,
,,,,,,,38,2012-08-14 23:50:17.122,38.407,46.702,3.746,2.800,15.000,4.000,90.000,0.170,0.200,-0.100
ZANG,3.000,35.000,P,0,2.409,-0.055,39,,,,,,,,,,,
HIGH,10.000,139.000,P,0,2.969,-0.107,39,,,,,,,,,,,
ORNG,13.000,312.000,P,0,3.559,0.165,39,,,,,,,,,,,
SRND,16.000,133.000,P,0,3.889,0.034,39,,,,,,,,,,,
KVCH,17.000,121.000,P,0,4.049,0.054,39,,,,,,,,,,,
BLVR,19.000,211.000,P,0,4.379,0.111,39,,,,,,,,,,,
NMVR,21.000,234.000,P,0,4.479,-0.011,39,,,,,,,,,,,
VRDN,21.000,279.000,P,0,4.439,0.008,39,,,,,,,,,,,
AZGN,22.000,307.000,P,0,4.619,-0.075,39,,,,,,,,,,,
MGSL,28.000,237.000,P,0,5.639,-0.066,39,,,,,,,,,,,
GOLJ,29.000,90.000,P,0,5.779,-0.009,39,,,,,,,,,,,
KRNG,32.000,276.000,P,0,6.139,-0.048,39,,,,,,,,,,,
,,,,,,,39,2012-08-14 23:56:13.041,38.410,46.748,10.622,1.100,12.000,3.000,81.000,0.080,0.200,0.000
ORNG,10.000,348.000,P,0,2.978,0.158,40,,,,,,,,,,,
ZANG,10.000,73.000,P,0,2.798,-0.107,40,,,,,,,,,,,
VRDN,13.000,288.000,P,0,3.248,0.004,40,,,,,,,,,,,
NMVR,15.000,218.000,P,0,3.478,-0.018,40,,,,,,,,,,,
BLVR,16.000,187.000,P,0,3.788,0.071,40,,,,,,,,,,,
AZGN,17.000,325.000,P,0,3.798,-0.067,40,,,,,,,,,,,
HIGH,16.000,116.000,P,0,3.668,-0.120,40,,,,,,,,,,,
MGSL,22.000,227.000,P,0,4.578,-0.059,40,,,,,,,,,,,
SRND,22.000,118.000,P,0,4.808,0.075,40,,,,,,,,,,,
KVCH,24.000,110.000,P,0,5.118,0.118,40,,,,,,,,,,,
FRMZ,28.000,63.000,P,0,5.638,-0.029,40,,,,,,,,,,,
GOLJ,37.000,89.000,P,0,7.018,-0.007,40,,,,,,,,,,,
,,,,,,,40,2012-08-15 00:30:25.122,38.404,46.838,9.304,1.100,12.000,10.000,73.000,0.090,0.200,-0.100
ZANG,2.000,28.000,P,0,2.537,-0.124,41,,,,,,,,,,,
HIGH,11.000,145.000,P,0,3.177,-0.089,41,,,,,,,,,,,
ORNG,13.000,307.000,P,0,3.727,0.187,41,,,,,,,,,,,
SRND,16.000,137.000,P,0,4.007,0.034,41,,,,,,,,,,,
KVCH,17.000,125.000,P,0,4.097,0.024,41,,,,,,,,,,,
BLVR,21.000,211.000,P,0,4.757,0.220,41,,,,,,,,,,,
FRMZ,20.000,55.000,P,0,4.557,0.076,41,,,,,,,,,,,
VRDN,21.000,277.000,P,0,4.657,0.040,41,,,,,,,,,,,
NMVR,22.000,233.000,P,0,4.837,0.085,41,,,,,,,,,,,
AZGN,22.000,304.000,P,0,4.727,-0.063,41,,,,,,,,,,,
GOLJ,28.000,92.000,P,0,5.637,-0.069,41,,,,,,,,,,,
HRS ,29.000,247.000,P,0,5.517,-0.372,41,,,,,,,,,,,
MGSL,30.000,236.000,P,0,5.987,0.047,41,,,,,,,,,,,
KRNG,33.000,274.000,P,0,6.347,0.005,41,,,,,,,,,,,
,,,,,,,41,2012-08-15 01:04:19.923,38.418,46.738,12.126,0.900,14.000,2.000,80.000,0.140,0.200,0.000
ZANG,3.000,58.000,P,0,2.402,-0.073,42,,,,,,,,,,,
HIGH,11.000,136.000,P,0,3.072,-0.144,42,,,,,,,,,,,
ORNG,12.000,314.000,P,0,3.422,0.195,42,,,,,,,,,,,
SRND,18.000,131.000,P,0,4.032,0.001,42,,,,,,,,,,,
KVCH,18.000,121.000,P,0,4.202,0.023,42,,,,,,,,,,,
BLVR,19.000,207.000,P,0,4.412,0.154,42,,,,,,,,,,,
VRDN,19.000,278.000,P,0,4.202,-0.042,42,,,,,,,,,,,
NMVR,20.000,231.000,P,0,4.492,0.090,42,,,,,,,,,,,
AZGN,21.000,308.000,P,0,4.382,-0.117,42,,,,,,,,,,,
FRMZ,22.000,58.000,P,0,4.792,0.118,42,,,,,,,,,,,
MGSL,28.000,235.000,P,0,5.542,-0.063,42,,,,,,,,,,,
KRNG,31.000,275.000,P,0,5.902,-0.095,42,,,,,,,,,,,
GOLJ,30.000,91.000,P,0,5.922,-0.045,42,,,,,,,,,,,
,,,,,,,42,2012-08-15 01:08:50.508,38.415,46.761,10.568,1.400,13.000,3.000,103.000,0.110,0.200,0.000
ZANG,3.000,9.000,P,0,2.364,-0.103,43,,,,,,,,,,,
HIGH,9.000,141.000,P,0,2.834,-0.108,43,,,,,,,,,,,
ORNG,14.000,311.000,P,0,3.754,0.196,43,,,,,,,,,,,
SRND,15.000,134.000,P,0,3.704,0.023,43,,,,,,,,,,,
KVCH,16.000,121.000,P,0,3.834,0.021,43,,,,,,,,,,,
BLVR,19.000,214.000,P,0,4.524,0.242,43,,,,,,,,,,,
FRMZ,21.000,52.000,P,0,4.604,0.106,43,,,,,,,,,,,
NMVR,21.000,237.000,P,0,4.674,0.097,43,,,,,,,,,,,
VRDN,22.000,280.000,P,0,4.644,0.032,43,,,,,,,,,,,
AZGN,23.000,307.000,P,0,4.794,-0.090,43,,,,,,,,,,,
GOLJ,28.000,89.000,P,0,5.534,-0.081,43,,,,,,,,,,,
HRS ,29.000,250.000,P,0,5.374,-0.420,43,,,,,,,,,,,
MGSL,29.000,239.000,P,0,5.874,0.071,43,,,,,,,,,,,
KRNG,33.000,277.000,P,0,6.384,0.014,43,,,,,,,,,,,
,,,,,,,43,2012-08-15 01:10:32.476,38.404,46.735,10.603,1.900,14.000,3.000,74.000,0.160,0.200,0.000
ZANG,6.000,313.000,P,0,1.842,-0.031,44,,,,,,,,,,,
HIGH,6.000,171.000,P,0,1.792,-0.104,44,,,,,,,,,,,
KVCH,11.000,129.000,P,0,2.772,-0.004,44,,,,,,,,,,,
SRND,11.000,147.000,P,0,2.732,0.000,44,,,,,,,,,,,
FRMZ,18.000,39.000,P,0,4.052,0.136,44,,,,,,,,,,,
ORNG,19.000,304.000,P,0,4.172,0.131,44,,,,,,,,,,,
BLVR,22.000,226.000,P,0,4.682,0.162,44,,,,,,,,,,,
GOLJ,23.000,86.000,P,0,4.732,-0.065,44,,,,,,,,,,,
NMVR,25.000,245.000,P,0,5.162,0.063,44,,,,,,,,,,,
VRDN,27.000,281.000,P,0,5.282,-0.067,44,,,,,,,,,,,
AZGN,28.000,303.000,P,0,5.452,-0.131,44,,,,,,,,,,,
MGSL,33.000,245.000,P,0,6.452,0.036,44,,,,,,,,,,,
HRS ,33.000,255.000,P,4,5.922,-0.564,44,,,,,,,,,,,
KRNG,38.000,278.000,P,0,7.092,-0.124,44,,,,,,,,,,,
,,,,,,,44,2012-08-15 01:12:32.728,38.394,46.681,4.458,0.000,14.000,6.000,86.000,0.100,0.200,-0.000
ZANG,6.000,30.000,P,0,2.658,-0.052,45,,,,,,,,,,,
HIGH,9.000,119.000,P,0,2.888,-0.119,45,,,,,,,,,,,
ORNG,15.000,326.000,P,0,3.768,0.168,45,,,,,,,,,,,
BLVR,16.000,212.000,P,0,3.868,0.098,45,,,,,,,,,,,
SRND,16.000,120.000,P,0,3.768,-0.008,45,,,,,,,,,,,
NMVR,18.000,240.000,P,0,4.068,0.017,45,,,,,,,,,,,
KVCH,17.000,109.000,P,0,4.068,0.055,45,,,,,,,,,,,
VRDN,20.000,289.000,P,0,4.348,0.012,45,,,,,,,,,,,
AZGN,23.000,316.000,P,0,4.718,-0.131,45,,,,,,,,,,,
FRMZ,24.000,51.000,P,0,5.178,0.109,45,,,,,,,,,,,
MGSL,25.000,241.000,P,0,5.248,-0.004,45,,,,,,,,,,,
KRNG,31.000,282.000,P,0,5.948,-0.085,45,,,,,,,,,,,
GOLJ,30.000,84.000,P,0,5.998,-0.060,45,,,,,,,,,,,
,,,,,,,45,2012-08-15 01:13:31.872,38.381,46.765,10.818,1.300,13.000,6.000,92.000,0.090,0.200,0.000
ZANG,1.000,338.000,P,0,2.446,-0.084,46,,,,,,,,,,,
HIGH,10.000,152.000,P,0,3.056,-0.088,46,,,,,,,,,,,
ORNG,14.000,303.000,P,0,3.746,0.184,46,,,,,,,,,,,
SRND,16.000,141.000,P,0,3.866,0.022,46,,,,,,,,,,,
KVCH,16.000,128.000,P,0,3.926,0.010,46,,,,,,,,,,,
FRMZ,19.000,54.000,P,0,4.386,0.115,46,,,,,,,,,,,
BLVR,21.000,213.000,P,0,4.776,0.154,46,,,,,,,,,,,
VRDN,22.000,275.000,P,0,4.726,-0.011,46,,,,,,,,,,,
AZGN,23.000,302.000,P,0,4.756,-0.110,46,,,,,,,,,,,
NMVR,23.000,234.000,P,0,4.896,0.019,46,,,,,,,,,,,
GOLJ,27.000,93.000,P,0,5.426,-0.080,46,,,,,,,,,,,
MGSL,31.000,237.000,P,0,6.056,-0.033,46,,,,,,,,,,,
KRNG,34.000,274.000,P,0,6.396,-0.097,46,,,,,,,,,,,
,,,,,,,46,2012-08-15 01:15:32.094,38.421,46.725,11.338,1.600,13.000,1.000,76.000,0.100,0.200,0.000
ORNG,9.000,3.000,P,0,3.074,0.160,47,,,,,,,,,,,
VRDN,11.000,290.000,P,0,3.064,0.016,47,,,,,,,,,,,
NMVR,14.000,208.000,P,0,3.494,0.035,47,,,,,,,,,,,
ZANG,12.000,78.000,P,0,3.194,-0.150,47,,,,,,,,,,,
AZGN,15.000,332.000,P,0,3.634,-0.080,47,,,,,,,,,,,
BLVR,16.000,178.000,P,0,3.904,0.056,47,,,,,,,,,,,
HIGH,19.000,113.000,P,0,4.094,-0.140,47,,,,,,,,,,,
MGSL,20.000,221.000,P,0,4.384,-0.078,47,,,,,,,,,,,
KRNG,22.000,280.000,P,0,4.594,-0.004,47,,,,,,,,,,,
SRND,25.000,116.000,P,0,5.214,0.067,47,,,,,,,,,,,
KVCH,26.000,109.000,P,0,5.534,0.114,47,,,,,,,,,,,
FRMZ,30.000,66.000,P,0,6.024,0.015,47,,,,,,,,,,,
GOLJ,39.000,90.000,P,0,7.414,-0.010,47,,,,,,,,,,,
,,,,,,,47,2012-08-15 01:16:30.006,38.407,46.866,10.808,0.800,13.000,9.000,63.000,0.090,0.200,0.000
ORNG,9.000,355.000,P,0,2.778,0.136,48,,,,,,,,,,,
ZANG,11.000,76.000,P,0,2.798,-0.122,48,,,,,,,,,,,
VRDN,12.000,288.000,P,0,2.998,0.007,48,,,,,,,,,,,
NMVR,14.000,214.000,P,0,3.338,-0.027,48,,,,,,,,,,,
AZGN,16.000,327.000,P,0,3.608,-0.056,48,,,,,,,,,,,
BLVR,16.000,183.000,P,0,3.778,0.092,48,,,,,,,,,,,
HIGH,17.000,115.000,P,0,3.758,-0.137,48,,,,,,,,,,,
MGSL,21.000,224.000,P,0,4.448,-0.056,48,,,,,,,,,,,
KRNG,23.000,279.000,P,0,4.728,-0.007,48,,,,,,,,,,,
SRND,24.000,117.000,P,0,4.938,0.068,48,,,,,,,,,,,
KVCH,25.000,110.000,P,0,5.278,0.134,48,,,,,,,,,,,
FRMZ,29.000,64.000,P,0,5.798,0.020,48,,,,,,,,,,,
GOLJ,38.000,89.000,P,0,7.178,-0.053,48,,,,,,,,,,,
,,,,,,,48,2012-08-15 01:19:01.392,38.407,46.850,8.223,1.300,13.000,9.000,69.000,0.090,0.200,0.000
ZANG,3.000,51.000,P,0,2.541,-0.142,49,,,,,,,,,,,
HIGH,11.000,137.000,P,0,3.221,-0.099,49,,,,,,,,,,,
ORNG,12.000,313.000,P,0,3.601,0.186,49,,,,,,,,,,,
SRND,17.000,132.000,P,0,4.111,0.039,49,,,,,,,,,,,
